HBM_CATMAN_DATAFILE_40
test kommentar
4/15/2011
10:47
CHANNELS: 5
SEPARATOR: 9
MAXLINES: 1000               

Time DEVICE_1 (Sample rate 1)	F8111	F8113	F8114	F8116
0.240	0.002	-0.001	0.672	0.000
0.260	0.002	-0.001	0.665	-0.001
0.280	0.002	-0.002	0.600	0.000
0.300	0.002	-0.001	0.493	0.001
0.320	0.002	0.000	0.375	0.001
0.340	0.002	0.001	0.272	0.001
0.360	0.002	0.001	0.205	0.000
0.380	0.002	0.002	0.192	0.001
0.400	0.002	0.002	0.244	0.000
0.420	0.002	0.001	0.341	0.000
0.440	0.002	0.001	0.457	0.000
0.460	0.002	0.000	0.561	-0.001
0.480	0.002	-0.001	0.619	-0.003
0.500	0.002	-0.001	0.624	-0.003
0.520	0.002	0.000	0.585	-0.002
0.540	0.002	0.000	0.510	-0.001
0.560	0.002	0.001	0.415	-0.001
0.580	0.002	0.002	0.321	0.000
0.600	0.002	0.003	0.243	0.000
0.620	0.002	0.003	0.202	0.000
0.640	0.002	0.003	0.218	0.000
0.660	0.002	0.003	0.290	0.000
0.680	0.002	0.002	0.392	0.000
0.700	0.002	0.001	0.500	-0.001
0.720	0.002	0.000	0.577	-0.003
0.740	0.002	0.000	0.603	-0.003
0.760	0.002	0.000	0.592	-0.003
0.780	0.002	0.000	0.548	-0.002
0.800	0.002	0.000	0.480	0.000
0.820	0.002	0.001	0.396	0.001
0.840	0.002	0.001	0.308	0.001
0.860	0.002	0.002	0.233	0.001
0.880	0.002	0.002	0.202	0.000
0.900	0.002	0.002	0.233	0.000
0.920	0.002	0.001	0.315	0.000
0.940	0.002	0.001	0.420	0.000
0.960	0.002	0.001	0.515	-0.001
0.980	0.002	0.000	0.569	-0.001
1.000	0.002	-0.001	0.580	-0.001
1.020	0.002	-0.001	0.566	-0.002
1.040	0.002	-0.001	0.530	-0.001
1.060	0.002	0.000	0.471	0.000
1.080	0.002	0.001	0.392	0.001
1.100	0.002	0.002	0.295	0.001
1.120	0.002	0.002	0.214	-0.001
1.140	0.002	0.002	0.192	-0.002
1.160	0.002	0.003	0.239	-0.002
1.180	0.002	0.002	0.342	-0.002
1.200	0.002	0.002	0.458	-0.001
1.220	0.002	0.001	0.541	-0.001
1.240	0.002	0.000	0.572	-0.002
1.260	0.002	0.000	0.561	-0.001
1.280	0.002	-0.001	0.529	0.000
1.300	0.002	0.000	0.481	0.001
1.320	0.002	0.001	0.420	0.001
1.340	0.002	0.001	0.338	0.001
1.360	0.002	0.001	0.251	0.001
1.380	0.002	0.002	0.196	0.000
1.400	0.002	0.002	0.206	0.000
1.420	0.002	0.001	0.287	0.001
1.440	0.002	0.001	0.406	0.002
1.460	0.002	0.001	0.517	0.001
1.480	0.002	0.000	0.581	0.001
1.500	0.002	-0.001	0.586	0.001
1.520	0.002	-0.001	0.557	0.000
1.540	0.002	-0.001	0.517	-0.002
1.560	0.002	-0.001	0.471	-0.003
1.580	0.002	0.000	0.417	-0.004
1.600	0.002	0.002	0.345	-0.003
1.620	0.002	0.002	0.272	-0.001
1.640	0.002	0.002	0.237	-0.001
1.660	0.002	0.002	0.261	0.000
1.680	0.002	0.002	0.342	0.000
1.700	0.002	0.001	0.444	0.000
1.720	0.002	0.001	0.519	0.000
1.740	0.002	0.000	0.545	0.001
1.760	0.002	0.000	0.531	0.002
1.780	0.002	-0.001	0.507	0.003
1.800	0.002	0.000	0.489	0.001
1.820	0.002	0.000	0.470	-0.001
1.840	0.002	0.000	0.431	-0.002
1.860	0.002	0.001	0.362	-0.003
1.880	0.002	0.001	0.292	-0.004
1.900	0.002	0.001	0.257	-0.003
1.920	0.003	0.001	0.278	-0.002
1.940	0.003	0.001	0.348	-0.001
1.960	0.003	0.001	0.429	0.000
1.980	0.003	0.000	0.481	0.000
2.000	0.003	0.000	0.494	0.001
2.020	0.003	0.000	0.485	0.001
2.040	0.003	-0.001	0.478	0.001
2.060	0.003	-0.001	0.481	0.001
2.080	0.003	0.000	0.475	0.001
2.100	0.003	0.000	0.444	0.000
2.120	0.003	0.000	0.382	-0.001
2.140	0.003	0.000	0.321	-0.002
2.160	0.003	0.001	0.297	-0.002
2.180	0.003	0.001	0.317	-0.001
2.200	0.003	0.001	0.376	0.001
2.220	0.003	0.001	0.439	0.002
2.240	0.003	0.001	0.471	0.002
2.260	0.003	0.000	0.476	0.002
2.280	0.003	0.000	0.472	0.002
2.300	0.002	0.000	0.469	0.003
2.320	0.003	0.001	0.476	0.002
2.340	0.003	0.001	0.470	0.001
2.360	0.003	0.001	0.432	0.000
2.380	0.003	0.002	0.375	0.001
2.400	0.003	0.002	0.324	0.001
2.420	0.003	0.002	0.306	0.001
2.440	0.003	0.003	0.331	0.002
2.460	0.003	0.002	0.382	0.002
2.480	0.003	0.002	0.426	0.001
2.500	0.003	0.002	0.449	0.002
2.520	0.003	0.002	0.455	0.001
2.540	0.003	0.001	0.459	0.000
2.560	0.003	0.001	0.473	-0.001
2.580	0.003	0.001	0.491	-0.003
2.600	0.003	0.001	0.488	-0.002
2.620	0.003	0.001	0.451	-0.002
2.640	0.003	0.001	0.390	0.000
2.660	0.003	0.001	0.330	0.001
2.680	0.003	0.000	0.295	0.002
2.700	0.003	0.001	0.298	0.002
2.720	0.003	0.001	0.329	0.001
2.740	0.003	0.000	0.369	0.001
2.760	0.003	-0.001	0.414	0.000
2.780	0.003	-0.001	0.466	0.000
2.800	0.003	-0.002	0.525	-0.001
2.820	0.003	-0.002	0.582	-0.001
2.840	0.003	-0.002	0.616	-0.001
2.860	0.003	-0.002	0.600	-0.001
2.880	0.003	-0.001	0.535	0.000
2.900	0.003	-0.001	0.440	0.000
2.920	0.003	0.000	0.346	0.000
2.940	0.003	0.001	0.277	0.000
2.960	0.003	0.002	0.248	0.000
2.980	0.003	0.002	0.256	0.000
3.000	0.003	0.002	0.291	0.000
3.020	0.003	0.002	0.353	0.000
3.040	0.003	0.001	0.428	-0.001
3.060	0.003	0.001	0.500	-0.002
3.080	0.003	0.001	0.555	-0.003
3.100	0.003	0.001	0.569	-0.003
3.120	0.003	0.001	0.533	-0.003
3.140	0.003	0.001	0.465	-0.002
3.160	0.003	0.002	0.381	0.000
3.180	0.003	0.002	0.301	0.000
3.200	0.003	0.003	0.248	0.000
3.220	0.003	0.004	0.227	0.001
3.240	0.003	0.003	0.243	0.001
3.260	0.003	0.003	0.297	0.000
3.280	0.003	0.002	0.378	0.001
3.300	0.003	0.002	0.463	0.002
3.320	0.003	0.001	0.534	0.002
3.340	0.003	0.001	0.567	-0.001
3.360	0.003	0.001	0.555	-0.002
3.380	0.003	0.001	0.507	-0.002
3.400	0.003	0.001	0.434	-0.002
3.420	0.003	0.002	0.348	-0.002
3.440	0.003	0.003	0.267	-0.001
3.460	0.003	0.003	0.207	-0.001
3.480	0.003	0.004	0.186	0.000
3.500	0.003	0.003	0.221	0.000
3.520	0.003	0.003	0.310	0.000
3.540	0.003	0.002	0.431	0.000
3.560	0.003	0.001	0.548	-0.001
3.580	0.003	0.000	0.630	-0.001
3.600	0.003	0.000	0.654	-0.001
3.620	0.003	0.000	0.624	-0.002
3.640	0.003	0.000	0.561	-0.002
3.660	0.003	0.001	0.486	-0.001
3.680	0.003	0.001	0.411	0.000
3.700	0.003	0.002	0.346	0.000
3.720	0.003	0.002	0.296	-0.001
3.740	0.003	0.002	0.276	-0.002
3.760	0.003	0.002	0.306	-0.001
3.780	0.003	0.002	0.380	0.000
3.800	0.003	0.002	0.474	0.000
3.820	0.002	0.001	0.558	0.001
3.840	0.002	0.000	0.603	0.001
3.860	0.002	-0.001	0.596	0.001
3.880	0.002	-0.001	0.556	0.001
3.900	0.002	-0.001	0.503	0.001
3.920	0.003	0.000	0.446	0.000
3.940	0.003	0.001	0.389	-0.001
3.960	0.003	0.001	0.333	-0.001
3.980	0.003	0.001	0.287	-0.001
4.000	0.003	0.001	0.276	-0.002
4.020	0.002	0.001	0.323	-0.002
4.040	0.002	0.000	0.411	-0.001
4.060	0.002	0.000	0.507	0.000
4.080	0.003	0.000	0.574	0.001
4.100	0.003	0.000	0.581	0.002
4.120	0.002	0.000	0.539	0.003
4.140	0.002	0.000	0.486	0.003
4.160	0.002	0.000	0.441	0.004
4.180	0.002	0.001	0.409	0.003
4.200	0.002	0.001	0.378	0.003
4.220	0.002	0.002	0.335	0.002
4.240	0.002	0.002	0.297	0.001
4.260	0.002	0.001	0.297	0.000
4.280	0.002	0.001	0.351	0.000
4.300	0.002	0.001	0.439	0.000
4.320	0.002	0.001	0.526	0.000
4.340	0.002	0.001	0.564	0.001
4.360	0.002	0.001	0.543	0.002
4.380	0.002	0.000	0.489	0.003
4.400	0.002	0.001	0.435	0.003
4.420	0.002	0.001	0.406	0.003
4.440	0.002	0.002	0.392	0.003
4.460	0.002	0.003	0.369	0.001
4.480	0.002	0.003	0.332	0.001
4.500	0.002	0.003	0.296	0.000
4.520	0.003	0.002	0.293	-0.001
4.540	0.003	0.002	0.335	0.000
4.560	0.002	0.002	0.400	0.000
4.580	0.002	0.002	0.455	0.001
4.600	0.002	0.002	0.467	0.001
4.620	0.002	0.002	0.438	0.000
4.640	0.002	0.002	0.399	0.000
4.660	0.002	0.002	0.378	-0.001
4.680	0.003	0.002	0.378	-0.001
4.700	0.003	0.003	0.389	-0.001
4.720	0.003	0.003	0.386	0.000
4.740	0.003	0.003	0.366	0.000
4.760	0.003	0.002	0.352	-0.001
4.780	0.003	0.002	0.368	-0.002
4.800	0.003	0.002	0.415	-0.002
4.820	0.003	0.001	0.472	-0.002
4.840	0.003	0.001	0.504	-0.002
4.860	0.003	0.001	0.490	-0.003
4.880	0.003	0.001	0.453	-0.003
4.900	0.003	0.000	0.427	-0.001
4.920	0.003	0.000	0.434	-0.001
4.940	0.003	0.001	0.474	-0.001
4.960	0.003	0.001	0.515	-0.001
4.980	0.003	0.001	0.525	-0.002
5.000	0.003	0.001	0.500	-0.002
5.020	0.003	0.001	0.462	-0.002
5.040	0.003	0.001	0.432	-0.001
5.060	0.003	0.001	0.425	-0.002
5.080	0.003	0.002	0.425	-0.001
5.100	0.003	0.002	0.415	0.000
5.120	0.003	0.002	0.394	0.000
5.140	0.003	0.002	0.383	0.001
5.160	0.003	0.001	0.404	0.001
5.180	0.003	0.001	0.459	0.000
5.200	0.003	0.001	0.524	0.000
5.220	0.003	0.002	0.557	0.000
5.240	0.003	0.002	0.538	0.000
5.260	0.003	0.002	0.482	0.000
5.280	0.003	0.003	0.420	0.000
5.300	0.003	0.003	0.376	-0.001
5.320	0.003	0.003	0.361	-0.002
5.340	0.002	0.003	0.357	-0.003
5.360	0.003	0.003	0.349	-0.003
5.380	0.003	0.003	0.338	-0.001
5.400	0.003	0.002	0.340	0.000
5.420	0.003	0.002	0.362	0.002
5.440	0.003	0.002	0.404	0.002
5.460	0.003	0.002	0.445	0.001
5.480	0.003	0.001	0.456	0.001
5.500	0.003	0.002	0.432	0.000
5.520	0.003	0.001	0.393	0.000
5.540	0.003	0.001	0.364	0.000
5.560	0.003	0.001	0.366	0.000
5.580	0.003	0.001	0.392	0.000
5.600	0.003	0.001	0.417	-0.001
5.620	0.003	0.001	0.428	-0.001
5.640	0.003	0.001	0.428	0.000
5.660	0.003	0.000	0.431	-0.001
5.680	0.003	0.000	0.444	-0.002
5.700	0.003	0.000	0.469	-0.003
5.720	0.003	0.001	0.490	-0.002
5.740	0.003	0.001	0.487	-0.001
5.760	0.003	0.001	0.463	-0.001
5.780	0.003	0.001	0.425	-0.001
5.800	0.003	0.001	0.390	-0.001
5.820	0.003	0.001	0.375	-0.001
5.840	0.003	0.001	0.376	-0.001
5.860	0.003	0.001	0.383	-0.001
5.880	0.003	0.001	0.397	0.000
5.900	0.003	0.001	0.415	0.001
5.920	0.003	0.000	0.441	0.000
5.940	0.003	0.000	0.472	-0.001
5.960	0.003	0.000	0.497	-0.001
5.980	0.003	0.000	0.503	0.000
6.000	0.003	0.001	0.480	0.000
6.020	0.003	0.001	0.440	-0.001
6.040	0.003	0.001	0.391	-0.001
6.060	0.003	0.002	0.348	-0.003
6.080	0.003	0.002	0.324	-0.002
6.100	0.003	0.002	0.320	0.000
6.120	0.003	0.002	0.330	0.002
6.140	0.003	0.001	0.354	0.002
6.160	0.003	0.001	0.385	0.002
6.180	0.003	0.000	0.419	0.001
6.200	0.003	0.000	0.453	0.000
6.220	0.003	0.001	0.479	-0.001
6.240	0.003	0.001	0.488	-0.001
6.260	0.003	0.001	0.486	-0.001
6.280	0.003	0.001	0.472	0.000
6.300	0.003	0.001	0.444	0.001
6.320	0.003	0.001	0.413	0.001
6.340	0.003	0.001	0.383	0.000
6.360	0.004	0.002	0.363	-0.001
6.380	0.004	0.001	0.364	-0.003
6.400	0.004	0.001	0.388	-0.003
6.420	0.004	0.001	0.422	-0.001
6.440	0.003	0.001	0.462	-0.001
6.460	0.003	0.000	0.496	-0.001
6.480	0.003	0.000	0.515	-0.001
6.500	0.003	0.000	0.528	-0.001
6.520	0.003	0.000	0.530	0.000
6.540	0.003	0.001	0.513	0.000
6.560	0.003	0.002	0.474	0.000
6.580	0.003	0.002	0.416	-0.001
6.600	0.003	0.002	0.355	-0.002
6.620	0.003	0.002	0.316	-0.003
6.640	0.003	0.002	0.312	-0.002
6.660	0.003	0.002	0.342	-0.001
6.680	0.004	0.002	0.384	0.000
6.700	0.004	0.002	0.425	0.000
6.720	0.004	0.001	0.450	0.000
6.740	0.004	0.000	0.463	0.000
6.760	0.003	0.000	0.481	-0.001
6.780	0.003	0.001	0.499	-0.001
6.800	0.004	0.001	0.502	-0.002
6.820	0.004	0.001	0.481	-0.002
6.840	0.004	0.001	0.428	-0.002
6.860	0.003	0.001	0.361	-0.003
6.880	0.003	0.001	0.318	-0.003
6.900	0.003	0.001	0.312	-0.001
6.920	0.004	0.001	0.339	0.000
6.940	0.004	0.001	0.381	0.001
6.960	0.004	0.000	0.414	0.000
6.980	0.004	0.000	0.434	0.000
7.000	0.004	0.000	0.450	0.000
7.020	0.004	0.000	0.472	-0.002
7.040	0.003	0.001	0.491	-0.003
7.060	0.003	0.001	0.492	-0.003
7.080	0.003	0.002	0.454	-0.002
7.100	0.003	0.002	0.382	-0.002
7.120	0.003	0.002	0.307	-0.002
7.140	0.003	0.002	0.266	-0.002
7.160	0.004	0.002	0.277	-0.001
7.180	0.004	0.002	0.327	-0.001
7.200	0.004	0.002	0.389	-0.001
7.220	0.004	0.002	0.438	-0.001
7.240	0.004	0.001	0.466	-0.001
7.260	0.004	0.001	0.487	0.000
7.280	0.004	0.001	0.513	0.000
7.300	0.004	0.001	0.529	0.000
7.320	0.004	0.001	0.526	0.000
7.340	0.004	0.001	0.491	-0.001
7.360	0.004	0.001	0.433	-0.002
7.380	0.004	0.001	0.387	-0.002
7.400	0.004	0.001	0.380	-0.001
7.420	0.004	0.001	0.410	-0.002
7.440	0.004	0.000	0.458	-0.002
7.460	0.004	0.000	0.491	-0.001
7.480	0.004	0.000	0.491	0.000
7.500	0.004	0.000	0.474	-0.001
7.520	0.004	0.000	0.464	-0.002
7.540	0.004	0.000	0.471	-0.003
7.560	0.004	0.001	0.481	-0.002
7.580	0.004	0.001	0.470	-0.002
7.600	0.004	0.002	0.422	-0.002
7.620	0.004	0.002	0.362	-0.002
7.640	0.004	0.002	0.326	-0.001
7.660	0.004	0.001	0.338	-0.002
7.680	0.004	0.002	0.386	-0.001
7.700	0.004	0.002	0.437	-0.001
7.720	0.004	0.002	0.453	-0.001
7.740	0.004	0.001	0.433	-0.001
7.760	0.004	0.001	0.405	-0.001
7.780	0.004	0.001	0.400	0.000
7.800	0.004	0.001	0.423	0.001
7.820	0.004	0.002	0.450	0.001
7.840	0.004	0.002	0.445	0.002
7.860	0.003	0.002	0.400	0.002
7.880	0.003	0.001	0.343	0.001
7.900	0.003	0.001	0.310	0.003
7.920	0.003	0.001	0.323	0.003
7.940	0.003	0.001	0.372	0.002
7.960	0.003	0.001	0.425	0.000
7.980	0.003	0.001	0.451	0.000
8.000	0.004	0.001	0.448	0.000
8.020	0.004	0.000	0.437	-0.001
8.040	0.003	0.000	0.437	-0.002
8.060	0.003	0.001	0.452	-0.003
8.080	0.004	0.001	0.462	-0.004
8.100	0.004	0.001	0.445	-0.003
8.120	0.004	0.001	0.402	-0.002
8.140	0.004	0.001	0.366	-0.001
8.160	0.004	0.001	0.364	0.000
8.180	0.004	0.001	0.398	0.000
8.200	0.004	0.001	0.450	-0.001
8.220	0.004	0.001	0.482	-0.001
8.240	0.004	0.001	0.477	-0.001
8.260	0.004	0.001	0.457	0.000
8.280	0.004	0.001	0.441	0.001
8.300	0.004	0.001	0.443	0.000
8.320	0.004	0.001	0.463	-0.001
8.340	0.004	0.002	0.462	-0.001
8.360	0.004	0.002	0.423	-0.001
8.380	0.004	0.002	0.363	0.000
8.400	0.004	0.002	0.309	0.001
8.420	0.004	0.002	0.290	0.000
8.440	0.004	0.002	0.317	0.001
8.460	0.004	0.002	0.365	0.001
8.480	0.004	0.002	0.405	0.000
8.500	0.004	0.002	0.430	0.000
8.520	0.004	0.001	0.442	-0.001
8.540	0.004	0.001	0.451	-0.001
8.560	0.004	0.002	0.465	-0.001
8.580	0.004	0.002	0.474	-0.001
8.600	0.004	0.002	0.455	-0.001
8.620	0.004	0.003	0.411	0.000
8.640	0.004	0.003	0.355	-0.001
8.660	0.004	0.002	0.311	-0.001
8.680	0.004	0.002	0.305	-0.001
8.700	0.004	0.003	0.335	-0.002
8.720	0.004	0.002	0.381	-0.002
8.740	0.004	0.001	0.429	-0.002
8.760	0.004	0.002	0.463	-0.001
8.780	0.004	0.001	0.491	-0.001
8.800	0.004	0.001	0.521	-0.001
8.820	0.004	0.001	0.552	-0.001
8.840	0.004	0.001	0.572	-0.002
8.860	0.004	0.001	0.564	-0.003
8.880	0.004	0.001	0.527	-0.003
8.900	0.004	0.002	0.472	-0.001
8.920	0.004	0.002	0.422	0.000
8.940	0.005	0.001	0.396	0.001
8.960	0.005	0.001	0.396	0.001
8.980	0.005	0.001	0.414	0.001
9.000	0.005	0.001	0.442	0.001
9.020	0.005	0.000	0.477	0.000
9.040	0.005	0.001	0.512	-0.001
9.060	0.005	0.001	0.541	-0.003
9.080	0.005	0.001	0.555	-0.003
9.100	0.005	0.001	0.545	-0.002
9.120	0.005	0.002	0.501	-0.001
9.140	0.005	0.002	0.437	0.001
9.160	0.005	0.003	0.363	0.001
9.180	0.005	0.003	0.298	0.000
9.200	0.005	0.004	0.264	-0.001
9.220	0.005	0.003	0.262	-0.001
9.240	0.005	0.003	0.291	-0.002
9.260	0.005	0.003	0.349	-0.002
9.280	0.005	0.003	0.419	0.000
9.300	0.005	0.002	0.485	0.001
9.320	0.005	0.002	0.534	0.001
9.340	0.005	0.002	0.550	0.001
9.360	0.005	0.002	0.528	0.000
9.380	0.006	0.003	0.479	-0.001
9.400	0.006	0.004	0.413	-0.001
9.420	0.006	0.004	0.337	-0.001
9.440	0.006	0.003	0.275	-0.002
9.460	0.006	0.003	0.238	-0.002
9.480	0.006	0.003	0.238	-0.001
9.500	0.006	0.002	0.286	-0.002
9.520	0.006	0.001	0.366	-0.002
9.540	0.006	0.001	0.453	-0.002
9.560	0.006	0.000	0.530	-0.002
9.580	0.006	0.000	0.573	-0.001
9.600	0.006	0.000	0.577	0.001
9.620	0.006	0.000	0.556	0.001
9.640	0.006	0.000	0.513	0.001
9.660	0.006	0.000	0.456	0.000
9.680	0.006	0.001	0.389	-0.001
9.700	0.006	0.001	0.324	-0.001
9.720	0.006	0.001	0.280	-0.002
9.740	0.006	0.001	0.278	-0.002
9.760	0.006	0.001	0.328	-0.001
9.780	0.006	0.000	0.420	-0.001
9.800	0.006	0.000	0.523	-0.001
9.820	0.006	0.001	0.604	-0.002
9.840	0.006	0.001	0.642	-0.003
9.860	0.006	0.000	0.637	-0.004
9.880	0.006	0.001	0.604	-0.003
9.900	0.006	0.002	0.551	-0.002
9.920	0.006	0.002	0.482	-0.001
9.940	0.006	0.003	0.398	0.000
9.960	0.006	0.004	0.316	0.001
9.980	0.006	0.004	0.254	0.000
10.000	0.006	0.003	0.242	-0.001
10.020	0.006	0.003	0.294	-0.003
10.040	0.006	0.003	0.385	-0.003
10.060	0.006	0.002	0.481	-0.003
10.080	0.006	0.002	0.550	-0.004
10.100	0.006	0.002	0.570	-0.004
10.120	0.006	0.002	0.554	-0.002
10.140	0.007	0.002	0.522	-0.002
10.160	0.007	0.003	0.472	-0.002
10.180	0.007	0.003	0.410	-0.002
10.200	0.007	0.004	0.337	-0.002
10.220	0.007	0.003	0.263	-0.002
10.240	0.007	0.003	0.221	-0.002
10.260	0.007	0.003	0.241	-0.001
10.280	0.007	0.002	0.321	-0.002
10.300	0.006	0.001	0.428	-0.003
10.320	0.006	0.002	0.524	-0.002
10.340	0.006	0.002	0.567	-0.001
10.360	0.006	0.001	0.556	0.000
10.380	0.006	0.001	0.519	0.000
10.400	0.006	0.002	0.478	-0.001
10.420	0.006	0.002	0.436	0.000
10.440	0.006	0.002	0.397	0.000
10.460	0.006	0.003	0.345	-0.001
10.480	0.006	0.002	0.295	-0.001
10.500	0.006	0.001	0.279	-0.001
10.520	0.006	0.001	0.310	0.000
10.540	0.006	0.001	0.383	0.000
10.560	0.006	0.001	0.468	0.000
10.580	0.006	0.000	0.518	0.000
10.600	0.006	0.001	0.516	-0.001
10.620	0.006	0.001	0.482	-0.001
10.640	0.006	0.000	0.446	-0.001
10.660	0.006	0.001	0.435	-0.001
10.680	0.006	0.001	0.439	0.000
10.700	0.006	0.001	0.438	0.000
10.720	0.006	0.001	0.416	-0.001
10.740	0.006	0.000	0.385	-0.001
10.760	0.006	0.000	0.372	-0.001
10.780	0.006	0.000	0.390	0.001
10.800	0.006	0.000	0.431	0.001
10.820	0.006	0.001	0.466	0.001
10.840	0.006	0.002	0.466	0.000
10.860	0.006	0.002	0.431	-0.001
10.880	0.006	0.002	0.390	-0.001
10.900	0.006	0.003	0.373	-0.001
10.920	0.006	0.003	0.390	-0.001
10.940	0.006	0.003	0.422	-0.001
10.960	0.006	0.003	0.438	-0.001
10.980	0.006	0.003	0.426	-0.002
11.000	0.006	0.002	0.403	-0.002
11.020	0.006	0.001	0.400	-0.002
11.040	0.006	0.001	0.423	-0.001
11.060	0.006	0.001	0.466	0.000
11.080	0.006	0.001	0.496	0.002
11.100	0.006	0.002	0.487	0.003
11.120	0.006	0.002	0.449	0.003
11.140	0.006	0.001	0.411	0.001
11.160	0.006	0.001	0.395	-0.002
11.180	0.006	0.002	0.413	-0.003
11.200	0.005	0.002	0.439	-0.004
11.220	0.005	0.001	0.445	-0.004
11.240	0.006	0.001	0.424	-0.003
11.260	0.006	0.001	0.395	-0.002
11.280	0.006	0.000	0.380	-0.002
11.300	0.006	0.001	0.390	-0.001
11.320	0.006	0.001	0.419	-0.001
11.340	0.005	0.001	0.440	-0.001
11.360	0.005	0.001	0.441	-0.001
11.380	0.006	0.002	0.432	-0.001
11.400	0.006	0.002	0.431	-0.001
11.420	0.006	0.002	0.449	-0.002
11.440	0.006	0.002	0.483	-0.002
11.460	0.006	0.003	0.501	-0.002
11.480	0.006	0.002	0.487	-0.001
11.500	0.006	0.002	0.445	0.000
11.520	0.006	0.003	0.396	0.000
11.540	0.006	0.002	0.362	0.000
11.560	0.006	0.002	0.357	0.001
11.580	0.006	0.002	0.369	0.001
11.600	0.006	0.003	0.378	0.001
11.620	0.005	0.003	0.384	0.000
11.640	0.005	0.002	0.395	0.000
11.660	0.005	0.002	0.419	0.000
11.680	0.006	0.003	0.460	0.000
11.700	0.006	0.002	0.500	0.000
11.720	0.006	0.002	0.512	0.000
11.740	0.006	0.002	0.484	0.001
11.760	0.006	0.002	0.427	0.000
11.780	0.006	0.002	0.369	0.001
11.800	0.006	0.002	0.331	0.001
11.820	0.006	0.002	0.328	0.000
11.840	0.006	0.002	0.347	0.000
11.860	0.006	0.001	0.369	0.000
